iteration,target_revision,start_wall_epoch,start_wall_utc,start_wall_local,end_wall_epoch,end_wall_utc,end_wall_local,deploy_started_epoch,deploy_started_utc,deploy_started_local,deploy_finished_epoch,deploy_finished_utc,deploy_finished_local,repo_sync_s,manifest_apply_s,resource_creation_s,deployment_total_s,rollout_total_s,pod_rollout_s,status,note
131,v0.15.2,1760789028.877,2025-10-18T12:03:48.876Z,2025-10-18T12:03:48.876+00:00,1760789050.979,2025-10-18T12:04:10.979Z,2025-10-18T12:04:10.979+00:00,1760789029.000,2025-10-18T12:03:49.000Z,2025-10-18T12:03:49.000+00:00,1760789032.000,2025-10-18T12:03:52.000Z,2025-10-18T12:03:52.000+00:00,6.168,0.109,15.584,3.000,22.103,19.103,ok,
132,v0.15.1,1760789052.268,2025-10-18T12:04:12.267Z,2025-10-18T12:04:12.267+00:00,1760789073.320,2025-10-18T12:04:33.320Z,2025-10-18T12:04:33.320+00:00,1760789052.000,2025-10-18T12:04:12.000Z,2025-10-18T12:04:12.000+00:00,1760789055.000,2025-10-18T12:04:15.000Z,2025-10-18T12:04:15.000+00:00,4.401,0.175,16.582,3.000,21.053,18.053,ok,
133,v0.15.2,1760789074.646,2025-10-18T12:04:34.645Z,2025-10-18T12:04:34.645+00:00,1760789097.445,2025-10-18T12:04:57.444Z,2025-10-18T12:04:57.444+00:00,1760789074.000,2025-10-18T12:04:34.000Z,2025-10-18T12:04:34.000+00:00,1760789078.000,2025-10-18T12:04:38.000Z,2025-10-18T12:04:38.000+00:00,6.820,0.122,16.292,4.000,22.799,18.799,ok,
134,v0.15.1,1760789098.722,2025-10-18T12:04:58.722Z,2025-10-18T12:04:58.722+00:00,1760789118.936,2025-10-18T12:05:18.935Z,2025-10-18T12:05:18.935+00:00,1760789098.000,2025-10-18T12:04:58.000Z,2025-10-18T12:04:58.000+00:00,1760789101.000,2025-10-18T12:05:01.000Z,2025-10-18T12:05:01.000+00:00,5.678,0.153,15.007,3.000,20.214,17.214,ok,
135,v0.15.2,1760789120.300,2025-10-18T12:05:20.299Z,2025-10-18T12:05:20.299+00:00,1760789140.596,2025-10-18T12:05:40.595Z,2025-10-18T12:05:40.595+00:00,1760789120.000,2025-10-18T12:05:20.000Z,2025-10-18T12:05:20.000+00:00,1760789123.000,2025-10-18T12:05:23.000Z,2025-10-18T12:05:23.000+00:00,4.561,0.095,15.777,3.000,20.296,17.296,ok,
136,v0.15.1,1760789141.933,2025-10-18T12:05:41.932Z,2025-10-18T12:05:41.932+00:00,1760789163.638,2025-10-18T12:06:03.637Z,2025-10-18T12:06:03.637+00:00,1760789142.000,2025-10-18T12:05:42.000Z,2025-10-18T12:05:42.000+00:00,1760789145.000,2025-10-18T12:05:45.000Z,2025-10-18T12:05:45.000+00:00,7.611,0.138,13.769,3.000,21.705,18.705,ok,
137,v0.15.2,1760789165.030,2025-10-18T12:06:05.030Z,2025-10-18T12:06:05.030+00:00,1760789185.724,2025-10-18T12:06:25.723Z,2025-10-18T12:06:25.723+00:00,1760789165.000,2025-10-18T12:06:05.000Z,2025-10-18T12:06:05.000+00:00,1760789168.000,2025-10-18T12:06:08.000Z,2025-10-18T12:06:08.000+00:00,4.948,0.219,15.431,3.000,20.694,17.694,ok,
138,v0.15.1,1760789187.205,2025-10-18T12:06:27.205Z,2025-10-18T12:06:27.205+00:00,1760789208.719,2025-10-18T12:06:48.718Z,2025-10-18T12:06:48.718+00:00,1760789187.000,2025-10-18T12:06:27.000Z,2025-10-18T12:06:27.000+00:00,1760789189.000,2025-10-18T12:06:29.000Z,2025-10-18T12:06:29.000+00:00,4.825,0.121,16.616,2.000,21.514,19.514,ok,
139,v0.15.2,1760789210.071,2025-10-18T12:06:50.071Z,2025-10-18T12:06:50.071+00:00,1760789230.853,2025-10-18T12:07:10.852Z,2025-10-18T12:07:10.852+00:00,1760789210.000,2025-10-18T12:06:50.000Z,2025-10-18T12:06:50.000+00:00,1760789213.000,2025-10-18T12:06:53.000Z,2025-10-18T12:06:53.000+00:00,5.863,0.090,14.813,3.000,20.782,17.782,ok,
140,v0.15.1,1760789232.276,2025-10-18T12:07:12.276Z,2025-10-18T12:07:12.276+00:00,1760789253.688,2025-10-18T12:07:33.687Z,2025-10-18T12:07:33.687+00:00,1760789232.000,2025-10-18T12:07:12.000Z,2025-10-18T12:07:12.000+00:00,1760789235.000,2025-10-18T12:07:15.000Z,2025-10-18T12:07:15.000+00:00,4.817,0.192,16.491,3.000,21.411,18.411,ok,
141,v0.15.2,1760789255.060,2025-10-18T12:07:35.060Z,2025-10-18T12:07:35.060+00:00,1760789277.208,2025-10-18T12:07:57.207Z,2025-10-18T12:07:57.207+00:00,1760789255.000,2025-10-18T12:07:35.000Z,2025-10-18T12:07:35.000+00:00,1760789258.000,2025-10-18T12:07:38.000Z,2025-10-18T12:07:38.000+00:00,5.084,0.103,16.850,3.000,22.147,19.147,ok,
142,v0.15.1,1760789278.586,2025-10-18T12:07:58.585Z,2025-10-18T12:07:58.585+00:00,1760789299.400,2025-10-18T12:08:19.400Z,2025-10-18T12:08:19.400+00:00,1760789278.000,2025-10-18T12:07:58.000Z,2025-10-18T12:07:58.000+00:00,1760789281.000,2025-10-18T12:08:01.000Z,2025-10-18T12:08:01.000+00:00,5.869,0.125,15.270,3.000,20.814,17.814,ok,
143,v0.15.2,1760789300.688,2025-10-18T12:08:20.687Z,2025-10-18T12:08:20.687+00:00,1760789321.237,2025-10-18T12:08:41.237Z,2025-10-18T12:08:41.237+00:00,1760789300.000,2025-10-18T12:08:20.000Z,2025-10-18T12:08:20.000+00:00,1760789303.000,2025-10-18T12:08:23.000Z,2025-10-18T12:08:23.000+00:00,5.508,0.133,15.477,3.000,20.549,17.549,ok,
144,v0.15.1,1760789322.628,2025-10-18T12:08:42.627Z,2025-10-18T12:08:42.627+00:00,1760789343.602,2025-10-18T12:09:03.601Z,2025-10-18T12:09:03.601+00:00,1760789322.000,2025-10-18T12:08:42.000Z,2025-10-18T12:08:42.000+00:00,1760789325.000,2025-10-18T12:08:45.000Z,2025-10-18T12:08:45.000+00:00,6.195,0.114,15.152,3.000,20.974,17.974,ok,
145,v0.15.2,1760789344.977,2025-10-18T12:09:04.977Z,2025-10-18T12:09:04.977+00:00,1760789365.633,2025-10-18T12:09:25.633Z,2025-10-18T12:09:25.633+00:00,1760789345.000,2025-10-18T12:09:05.000Z,2025-10-18T12:09:05.000+00:00,1760789347.000,2025-10-18T12:09:07.000Z,2025-10-18T12:09:07.000+00:00,4.295,0.113,16.076,2.000,20.656,18.656,ok,
146,v0.15.1,1760789367.020,2025-10-18T12:09:27.019Z,2025-10-18T12:09:27.019+00:00,1760789387.971,2025-10-18T12:09:47.970Z,2025-10-18T12:09:47.970+00:00,1760789367.000,2025-10-18T12:09:27.000Z,2025-10-18T12:09:27.000+00:00,1760789369.000,2025-10-18T12:09:29.000Z,2025-10-18T12:09:29.000+00:00,4.581,0.117,16.153,2.000,20.951,18.951,ok,
147,v0.15.2,1760789389.244,2025-10-18T12:09:49.244Z,2025-10-18T12:09:49.244+00:00,1760789411.514,2025-10-18T12:10:11.514Z,2025-10-18T12:10:11.514+00:00,1760789389.000,2025-10-18T12:09:49.000Z,2025-10-18T12:09:49.000+00:00,1760789393.000,2025-10-18T12:09:53.000Z,2025-10-18T12:09:53.000+00:00,6.128,0.117,16.080,4.000,22.270,18.270,ok,
148,v0.15.1,1760789412.949,2025-10-18T12:10:12.949Z,2025-10-18T12:10:12.949+00:00,1760789433.360,2025-10-18T12:10:33.359Z,2025-10-18T12:10:33.359+00:00,1760789413.000,2025-10-18T12:10:13.000Z,2025-10-18T12:10:13.000+00:00,1760789415.000,2025-10-18T12:10:15.000Z,2025-10-18T12:10:15.000+00:00,5.012,0.116,15.138,2.000,20.411,18.411,ok,
149,v0.15.2,1760789434.627,2025-10-18T12:10:34.626Z,2025-10-18T12:10:34.626+00:00,1760789456.713,2025-10-18T12:10:56.713Z,2025-10-18T12:10:56.713+00:00,1760789434.000,2025-10-18T12:10:34.000Z,2025-10-18T12:10:34.000+00:00,1760789438.000,2025-10-18T12:10:38.000Z,2025-10-18T12:10:38.000+00:00,5.947,0.137,16.434,4.000,22.087,18.087,ok,
150,v0.15.1,1760789458.065,2025-10-18T12:10:58.064Z,2025-10-18T12:10:58.064+00:00,1760789478.933,2025-10-18T12:11:18.932Z,2025-10-18T12:11:18.932+00:00,1760789458.000,2025-10-18T12:10:58.000Z,2025-10-18T12:10:58.000+00:00,1760789460.000,2025-10-18T12:11:00.000Z,2025-10-18T12:11:00.000+00:00,4.133,0.123,16.538,2.000,20.868,18.868,ok,
151,v0.15.2,1760789480.451,2025-10-18T12:11:20.451Z,2025-10-18T12:11:20.451+00:00,1760789501.924,2025-10-18T12:11:41.923Z,2025-10-18T12:11:41.923+00:00,1760789480.000,2025-10-18T12:11:20.000Z,2025-10-18T12:11:20.000+00:00,1760789484.000,2025-10-18T12:11:24.000Z,2025-10-18T12:11:24.000+00:00,5.642,0.164,15.997,4.000,21.472,17.472,ok,
152,v0.15.1,1760789503.192,2025-10-18T12:11:43.191Z,2025-10-18T12:11:43.191+00:00,1760789524.732,2025-10-18T12:12:04.731Z,2025-10-18T12:12:04.731+00:00,1760789503.000,2025-10-18T12:11:43.000Z,2025-10-18T12:11:43.000+00:00,1760789507.000,2025-10-18T12:11:47.000Z,2025-10-18T12:11:47.000+00:00,6.910,0.099,14.573,4.000,21.540,17.540,ok,
153,v0.15.2,1760789526.135,2025-10-18T12:12:06.134Z,2025-10-18T12:12:06.134+00:00,1760789546.955,2025-10-18T12:12:26.954Z,2025-10-18T12:12:26.954+00:00,1760789526.000,2025-10-18T12:12:06.000Z,2025-10-18T12:12:06.000+00:00,1760789529.000,2025-10-18T12:12:09.000Z,2025-10-18T12:12:09.000+00:00,4.839,0.107,15.865,3.000,20.820,17.820,ok,
154,v0.15.1,1760789548.182,2025-10-18T12:12:28.181Z,2025-10-18T12:12:28.181+00:00,1760789568.569,2025-10-18T12:12:48.569Z,2025-10-18T12:12:48.569+00:00,1760789548.000,2025-10-18T12:12:28.000Z,2025-10-18T12:12:28.000+00:00,1760789551.000,2025-10-18T12:12:31.000Z,2025-10-18T12:12:31.000+00:00,6.645,0.124,13.674,3.000,20.388,17.388,ok,
155,v0.15.2,1760789569.890,2025-10-18T12:12:49.889Z,2025-10-18T12:12:49.889+00:00,1760789592.150,2025-10-18T12:13:12.149Z,2025-10-18T12:13:12.149+00:00,1760789570.000,2025-10-18T12:12:50.000Z,2025-10-18T12:12:50.000+00:00,1760789574.000,2025-10-18T12:12:54.000Z,2025-10-18T12:12:54.000+00:00,6.927,0.115,14.976,4.000,22.260,18.260,ok,
156,v0.15.1,1760789593.427,2025-10-18T12:13:13.426Z,2025-10-18T12:13:13.426+00:00,1760789615.274,2025-10-18T12:13:35.274Z,2025-10-18T12:13:35.274+00:00,1760789593.000,2025-10-18T12:13:13.000Z,2025-10-18T12:13:13.000+00:00,1760789596.000,2025-10-18T12:13:16.000Z,2025-10-18T12:13:16.000+00:00,5.778,0.145,16.237,3.000,21.848,18.848,ok,
157,v0.15.2,1760789616.640,2025-10-18T12:13:36.639Z,2025-10-18T12:13:36.639+00:00,1760789638.916,2025-10-18T12:13:58.915Z,2025-10-18T12:13:58.915+00:00,1760789616.000,2025-10-18T12:13:36.000Z,2025-10-18T12:13:36.000+00:00,1760789620.000,2025-10-18T12:13:40.000Z,2025-10-18T12:13:40.000+00:00,6.607,0.089,16.128,4.000,22.276,18.276,ok,
158,v0.15.1,1760789640.160,2025-10-18T12:14:00.160Z,2025-10-18T12:14:00.160+00:00,1760789661.021,2025-10-18T12:14:21.020Z,2025-10-18T12:14:21.020+00:00,1760789640.000,2025-10-18T12:14:00.000Z,2025-10-18T12:14:00.000+00:00,1760789643.000,2025-10-18T12:14:03.000Z,2025-10-18T12:14:03.000+00:00,5.704,0.142,15.065,3.000,20.861,17.861,ok,
159,v0.15.2,1760789662.386,2025-10-18T12:14:22.385Z,2025-10-18T12:14:22.385+00:00,1760789683.652,2025-10-18T12:14:43.651Z,2025-10-18T12:14:43.651+00:00,1760789662.000,2025-10-18T12:14:22.000Z,2025-10-18T12:14:22.000+00:00,1760789665.000,2025-10-18T12:14:25.000Z,2025-10-18T12:14:25.000+00:00,4.759,0.084,16.702,3.000,21.266,18.266,ok,
160,v0.15.1,1760789685.001,2025-10-18T12:14:45.000Z,2025-10-18T12:14:45.000+00:00,1760789705.923,2025-10-18T12:15:05.923Z,2025-10-18T12:15:05.923+00:00,1760789685.000,2025-10-18T12:14:45.000Z,2025-10-18T12:14:45.000+00:00,1760789687.000,2025-10-18T12:14:47.000Z,2025-10-18T12:14:47.000+00:00,5.649,0.108,14.983,2.000,20.923,18.923,ok,
161,v0.15.2,1760789707.317,2025-10-18T12:15:07.316Z,2025-10-18T12:15:07.316+00:00,1760789728.756,2025-10-18T12:15:28.756Z,2025-10-18T12:15:28.756+00:00,1760789707.000,2025-10-18T12:15:07.000Z,2025-10-18T12:15:07.000+00:00,1760789710.000,2025-10-18T12:15:10.000Z,2025-10-18T12:15:10.000+00:00,4.670,0.141,16.795,3.000,21.439,18.439,ok,
162,v0.15.1,1760789730.020,2025-10-18T12:15:30.020Z,2025-10-18T12:15:30.020+00:00,1760789752.102,2025-10-18T12:15:52.102Z,2025-10-18T12:15:52.102+00:00,1760789730.000,2025-10-18T12:15:30.000Z,2025-10-18T12:15:30.000+00:00,1760789734.000,2025-10-18T12:15:34.000Z,2025-10-18T12:15:34.000+00:00,6.751,0.089,15.166,4.000,22.082,18.082,ok,
163,v0.15.2,1760789753.395,2025-10-18T12:15:53.394Z,2025-10-18T12:15:53.394+00:00,1760789774.554,2025-10-18T12:16:14.554Z,2025-10-18T12:16:14.554+00:00,1760789753.000,2025-10-18T12:15:53.000Z,2025-10-18T12:15:53.000+00:00,1760789756.000,2025-10-18T12:15:56.000Z,2025-10-18T12:15:56.000+00:00,6.341,0.168,14.866,3.000,21.159,18.159,ok,
164,v0.15.1,1760789775.776,2025-10-18T12:16:15.775Z,2025-10-18T12:16:15.775+00:00,1760789799.526,2025-10-18T12:16:39.526Z,2025-10-18T12:16:39.526+00:00,1760789776.000,2025-10-18T12:16:16.000Z,2025-10-18T12:16:16.000+00:00,1760789780.000,2025-10-18T12:16:20.000Z,2025-10-18T12:16:20.000+00:00,6.377,0.117,16.808,4.000,23.750,19.750,ok,
165,v0.15.2,1760789800.805,2025-10-18T12:16:40.805Z,2025-10-18T12:16:40.805+00:00,1760789823.229,2025-10-18T12:17:03.229Z,2025-10-18T12:17:03.229+00:00,1760789800.000,2025-10-18T12:16:40.000Z,2025-10-18T12:16:40.000+00:00,1760789803.000,2025-10-18T12:16:43.000Z,2025-10-18T12:16:43.000+00:00,5.850,0.139,17.115,3.000,22.424,19.424,ok,
166,v0.15.1,1760789824.581,2025-10-18T12:17:04.580Z,2025-10-18T12:17:04.580+00:00,1760789845.336,2025-10-18T12:17:25.336Z,2025-10-18T12:17:25.336+00:00,1760789824.000,2025-10-18T12:17:04.000Z,2025-10-18T12:17:04.000+00:00,1760789827.000,2025-10-18T12:17:07.000Z,2025-10-18T12:17:07.000+00:00,5.451,0.157,15.579,3.000,20.756,17.756,ok,
167,v0.15.2,1760789846.712,2025-10-18T12:17:26.711Z,2025-10-18T12:17:26.711+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T12:17:26Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
168,v0.15.1,1760789848.375,2025-10-18T12:17:28.375Z,2025-10-18T12:17:28.375+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T12:17:28Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
169,v0.15.2,1760789849.825,2025-10-18T12:17:29.824Z,2025-10-18T12:17:29.824+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T12:17:29Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
170,v0.15.1,1760789851.220,2025-10-18T12:17:31.220Z,2025-10-18T12:17:31.220+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T12:17:31Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
171,v0.15.2,1760789852.650,2025-10-18T12:17:32.649Z,2025-10-18T12:17:32.649+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T12:17:32Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
172,v0.15.1,1760789854.116,2025-10-18T12:17:34.115Z,2025-10-18T12:17:34.115+00:00,,,,,,,,,,,,,,,,error(20),"time=""2025-10-18T12:17:34Z"" level=fatal msg=""rpc error: code = FailedPrecondition desc = another operation is already in progress"""
