iteration,target_revision,start_wall_epoch,start_wall_utc,start_wall_local,end_wall_epoch,end_wall_utc,end_wall_local,deploy_started_epoch,deploy_started_utc,deploy_started_local,deploy_finished_epoch,deploy_finished_utc,deploy_finished_local,repo_sync_s,manifest_apply_s,resource_creation_s,deployment_total_s,rollout_total_s,pod_rollout_s,status,note
65,v0.15.2,1760787468.002,2025-10-18T11:37:48.001Z,2025-10-18T11:37:48.001+00:00,1760787490.249,2025-10-18T11:38:10.248Z,2025-10-18T11:38:10.248+00:00,1760787468.000,2025-10-18T11:37:48.000Z,2025-10-18T11:37:48.000+00:00,1760787471.000,2025-10-18T11:37:51.000Z,2025-10-18T11:37:51.000+00:00,5.058,0.117,16.905,3.000,22.247,19.247,ok,
66,v0.15.1,1760787491.740,2025-10-18T11:38:11.739Z,2025-10-18T11:38:11.739+00:00,1760787512.847,2025-10-18T11:38:32.847Z,2025-10-18T11:38:32.847+00:00,1760787491.000,2025-10-18T11:38:11.000Z,2025-10-18T11:38:11.000+00:00,1760787494.000,2025-10-18T11:38:14.000Z,2025-10-18T11:38:14.000+00:00,6.740,0.116,14.878,3.000,21.108,18.108,ok,
67,v0.15.2,1760787514.245,2025-10-18T11:38:34.245Z,2025-10-18T11:38:34.245+00:00,1760787537.201,2025-10-18T11:38:57.201Z,2025-10-18T11:38:57.201+00:00,1760787514.000,2025-10-18T11:38:34.000Z,2025-10-18T11:38:34.000+00:00,1760787518.000,2025-10-18T11:38:38.000Z,2025-10-18T11:38:38.000+00:00,7.347,0.114,15.622,4.000,22.956,18.956,ok,
68,v0.15.1,1760787538.525,2025-10-18T11:38:58.525Z,2025-10-18T11:38:58.525+00:00,1760787560.177,2025-10-18T11:39:20.177Z,2025-10-18T11:39:20.177+00:00,1760787538.000,2025-10-18T11:38:58.000Z,2025-10-18T11:38:58.000+00:00,1760787542.000,2025-10-18T11:39:02.000Z,2025-10-18T11:39:02.000+00:00,6.780,0.163,15.133,4.000,21.652,17.652,ok,
69,v0.15.2,1760787561.572,2025-10-18T11:39:21.571Z,2025-10-18T11:39:21.571+00:00,1760787583.375,2025-10-18T11:39:43.375Z,2025-10-18T11:39:43.375+00:00,1760787561.000,2025-10-18T11:39:21.000Z,2025-10-18T11:39:21.000+00:00,1760787564.000,2025-10-18T11:39:24.000Z,2025-10-18T11:39:24.000+00:00,5.157,0.124,16.893,3.000,21.803,18.803,ok,
70,v0.15.1,1760787584.823,2025-10-18T11:39:44.822Z,2025-10-18T11:39:44.822+00:00,1760787608.229,2025-10-18T11:40:08.228Z,2025-10-18T11:40:08.228+00:00,1760787585.000,2025-10-18T11:39:45.000Z,2025-10-18T11:39:45.000+00:00,1760787589.000,2025-10-18T11:39:49.000Z,2025-10-18T11:39:49.000+00:00,5.955,0.087,17.074,4.000,23.406,19.406,ok,
71,v0.15.2,1760787609.526,2025-10-18T11:40:09.525Z,2025-10-18T11:40:09.525+00:00,1760787630.140,2025-10-18T11:40:30.139Z,2025-10-18T11:40:30.139+00:00,1760787609.000,2025-10-18T11:40:09.000Z,2025-10-18T11:40:09.000+00:00,1760787612.000,2025-10-18T11:40:12.000Z,2025-10-18T11:40:12.000+00:00,4.670,0.088,16.210,3.000,20.614,17.614,ok,
72,v0.15.1,1760787631.521,2025-10-18T11:40:31.520Z,2025-10-18T11:40:31.520+00:00,1760787653.678,2025-10-18T11:40:53.678Z,2025-10-18T11:40:53.678+00:00,1760787631.000,2025-10-18T11:40:31.000Z,2025-10-18T11:40:31.000+00:00,1760787634.000,2025-10-18T11:40:34.000Z,2025-10-18T11:40:34.000+00:00,6.103,0.158,16.315,3.000,22.158,19.158,ok,
73,v0.15.2,1760787655.082,2025-10-18T11:40:55.081Z,2025-10-18T11:40:55.081+00:00,1760787675.614,2025-10-18T11:41:15.614Z,2025-10-18T11:41:15.614+00:00,1760787655.000,2025-10-18T11:40:55.000Z,2025-10-18T11:40:55.000+00:00,1760787658.000,2025-10-18T11:40:58.000Z,2025-10-18T11:40:58.000+00:00,5.144,0.128,15.250,3.000,20.532,17.532,ok,
74,v0.15.1,1760787676.935,2025-10-18T11:41:16.935Z,2025-10-18T11:41:16.935+00:00,1760787697.978,2025-10-18T11:41:37.978Z,2025-10-18T11:41:37.978+00:00,1760787677.000,2025-10-18T11:41:17.000Z,2025-10-18T11:41:17.000+00:00,1760787680.000,2025-10-18T11:41:20.000Z,2025-10-18T11:41:20.000+00:00,5.714,0.129,14.964,3.000,21.043,18.043,ok,
75,v0.15.2,1760787699.242,2025-10-18T11:41:39.242Z,2025-10-18T11:41:39.242+00:00,1760787722.540,2025-10-18T11:42:02.540Z,2025-10-18T11:42:02.540+00:00,1760787699.000,2025-10-18T11:41:39.000Z,2025-10-18T11:41:39.000+00:00,1760787704.000,2025-10-18T11:41:44.000Z,2025-10-18T11:41:44.000+00:00,9.080,0.175,14.208,5.000,23.298,18.298,ok,
76,v0.15.1,1760787723.841,2025-10-18T11:42:03.840Z,2025-10-18T11:42:03.840+00:00,1760787744.150,2025-10-18T11:42:24.150Z,2025-10-18T11:42:24.150+00:00,1760787724.000,2025-10-18T11:42:04.000Z,2025-10-18T11:42:04.000+00:00,1760787726.000,2025-10-18T11:42:06.000Z,2025-10-18T11:42:06.000+00:00,4.657,0.070,15.274,2.000,20.310,18.310,ok,
77,v0.15.2,1760787745.556,2025-10-18T11:42:25.555Z,2025-10-18T11:42:25.555+00:00,1760787767.080,2025-10-18T11:42:47.079Z,2025-10-18T11:42:47.079+00:00,1760787745.000,2025-10-18T11:42:25.000Z,2025-10-18T11:42:25.000+00:00,1760787748.000,2025-10-18T11:42:28.000Z,2025-10-18T11:42:28.000+00:00,5.185,0.192,16.546,3.000,21.524,18.524,ok,
78,v0.15.1,1760787768.439,2025-10-18T11:42:48.439Z,2025-10-18T11:42:48.439+00:00,1760787789.151,2025-10-18T11:43:09.151Z,2025-10-18T11:43:09.151+00:00,1760787768.000,2025-10-18T11:42:48.000Z,2025-10-18T11:42:48.000+00:00,1760787771.000,2025-10-18T11:42:51.000Z,2025-10-18T11:42:51.000+00:00,5.314,0.095,15.549,3.000,20.712,17.712,ok,
79,v0.15.2,1760787790.580,2025-10-18T11:43:10.579Z,2025-10-18T11:43:10.579+00:00,1760787812.329,2025-10-18T11:43:32.328Z,2025-10-18T11:43:32.328+00:00,1760787790.000,2025-10-18T11:43:10.000Z,2025-10-18T11:43:10.000+00:00,1760787793.000,2025-10-18T11:43:13.000Z,2025-10-18T11:43:13.000+00:00,5.014,0.171,17.005,3.000,21.749,18.749,ok,
80,v0.15.1,1760787813.568,2025-10-18T11:43:33.567Z,2025-10-18T11:43:33.567+00:00,1760787835.664,2025-10-18T11:43:55.664Z,2025-10-18T11:43:55.664+00:00,1760787813.000,2025-10-18T11:43:33.000Z,2025-10-18T11:43:33.000+00:00,1760787816.000,2025-10-18T11:43:36.000Z,2025-10-18T11:43:36.000+00:00,5.445,0.215,16.891,3.000,22.097,19.097,ok,
81,v0.15.2,1760787836.891,2025-10-18T11:43:56.890Z,2025-10-18T11:43:56.890+00:00,1760787858.370,2025-10-18T11:44:18.369Z,2025-10-18T11:44:18.369+00:00,1760787837.000,2025-10-18T11:43:57.000Z,2025-10-18T11:43:57.000+00:00,1760787839.000,2025-10-18T11:43:59.000Z,2025-10-18T11:43:59.000+00:00,5.550,0.079,15.631,2.000,21.479,19.479,ok,
82,v0.15.1,1760787859.914,2025-10-18T11:44:19.914Z,2025-10-18T11:44:19.914+00:00,1760787881.779,2025-10-18T11:44:41.779Z,2025-10-18T11:44:41.779+00:00,1760787860.000,2025-10-18T11:44:20.000Z,2025-10-18T11:44:20.000+00:00,1760787862.000,2025-10-18T11:44:22.000Z,2025-10-18T11:44:22.000+00:00,4.411,0.181,17.036,2.000,21.865,19.865,ok,
83,v0.15.2,1760787883.133,2025-10-18T11:44:43.133Z,2025-10-18T11:44:43.133+00:00,1760787906.042,2025-10-18T11:45:06.042Z,2025-10-18T11:45:06.042+00:00,1760787883.000,2025-10-18T11:44:43.000Z,2025-10-18T11:44:43.000+00:00,1760787887.000,2025-10-18T11:44:47.000Z,2025-10-18T11:44:47.000+00:00,7.211,0.139,15.493,4.000,22.909,18.909,ok,
84,v0.15.1,1760787907.455,2025-10-18T11:45:07.454Z,2025-10-18T11:45:07.454+00:00,1760787929.231,2025-10-18T11:45:29.231Z,2025-10-18T11:45:29.231+00:00,1760787907.000,2025-10-18T11:45:07.000Z,2025-10-18T11:45:07.000+00:00,1760787910.000,2025-10-18T11:45:10.000Z,2025-10-18T11:45:10.000+00:00,4.813,0.108,17.162,3.000,21.776,18.776,ok,
85,v0.15.2,1760787930.550,2025-10-18T11:45:30.550Z,2025-10-18T11:45:30.550+00:00,1760787953.879,2025-10-18T11:45:53.879Z,2025-10-18T11:45:53.879+00:00,1760787930.000,2025-10-18T11:45:30.000Z,2025-10-18T11:45:30.000+00:00,1760787934.000,2025-10-18T11:45:34.000Z,2025-10-18T11:45:34.000+00:00,7.654,0.130,15.980,4.000,23.329,19.329,ok,
86,v0.15.1,1760787955.160,2025-10-18T11:45:55.159Z,2025-10-18T11:45:55.159+00:00,1760787977.168,2025-10-18T11:46:17.167Z,2025-10-18T11:46:17.167+00:00,1760787955.000,2025-10-18T11:45:55.000Z,2025-10-18T11:45:55.000+00:00,1760787958.000,2025-10-18T11:45:58.000Z,2025-10-18T11:45:58.000+00:00,4.769,0.152,17.138,3.000,22.008,19.008,ok,
87,v0.15.2,1760787978.549,2025-10-18T11:46:18.548Z,2025-10-18T11:46:18.548+00:00,1760787999.420,2025-10-18T11:46:39.419Z,2025-10-18T11:46:39.419+00:00,1760787978.000,2025-10-18T11:46:18.000Z,2025-10-18T11:46:18.000+00:00,1760787980.000,2025-10-18T11:46:20.000Z,2025-10-18T11:46:20.000+00:00,4.524,0.133,16.674,2.000,20.871,18.871,ok,
88,v0.15.1,1760788000.758,2025-10-18T11:46:40.758Z,2025-10-18T11:46:40.758+00:00,1760788022.400,2025-10-18T11:47:02.399Z,2025-10-18T11:47:02.399+00:00,1760788000.000,2025-10-18T11:46:40.000Z,2025-10-18T11:46:40.000+00:00,1760788003.000,2025-10-18T11:46:43.000Z,2025-10-18T11:46:43.000+00:00,5.343,0.134,16.839,3.000,21.642,18.642,ok,
89,v0.15.2,1760788023.767,2025-10-18T11:47:03.767Z,2025-10-18T11:47:03.767+00:00,1760788045.017,2025-10-18T11:47:25.016Z,2025-10-18T11:47:25.016+00:00,1760788023.000,2025-10-18T11:47:03.000Z,2025-10-18T11:47:03.000+00:00,1760788026.000,2025-10-18T11:47:06.000Z,2025-10-18T11:47:06.000+00:00,4.891,0.104,16.867,3.000,21.249,18.249,ok,
90,v0.15.1,1760788046.406,2025-10-18T11:47:26.406Z,2025-10-18T11:47:26.406+00:00,1760788066.881,2025-10-18T11:47:46.881Z,2025-10-18T11:47:46.881+00:00,1760788046.000,2025-10-18T11:47:26.000Z,2025-10-18T11:47:26.000+00:00,1760788049.000,2025-10-18T11:47:29.000Z,2025-10-18T11:47:29.000+00:00,6.687,0.078,13.971,3.000,20.475,17.475,ok,
91,v0.15.2,1760788068.286,2025-10-18T11:47:48.286Z,2025-10-18T11:47:48.286+00:00,1760788090.702,2025-10-18T11:48:10.701Z,2025-10-18T11:48:10.701+00:00,1760788068.000,2025-10-18T11:47:48.000Z,2025-10-18T11:47:48.000+00:00,1760788071.000,2025-10-18T11:47:51.000Z,2025-10-18T11:47:51.000+00:00,5.169,0.115,17.266,3.000,22.416,19.416,ok,
92,v0.15.1,1760788091.972,2025-10-18T11:48:11.972Z,2025-10-18T11:48:11.972+00:00,1760788112.813,2025-10-18T11:48:32.812Z,2025-10-18T11:48:32.812+00:00,1760788092.000,2025-10-18T11:48:12.000Z,2025-10-18T11:48:12.000+00:00,1760788094.000,2025-10-18T11:48:14.000Z,2025-10-18T11:48:14.000+00:00,5.762,0.104,14.862,2.000,20.840,18.840,ok,
93,v0.15.2,1760788114.034,2025-10-18T11:48:34.034Z,2025-10-18T11:48:34.034+00:00,1760788135.489,2025-10-18T11:48:55.489Z,2025-10-18T11:48:55.489+00:00,1760788114.000,2025-10-18T11:48:34.000Z,2025-10-18T11:48:34.000+00:00,1760788116.000,2025-10-18T11:48:36.000Z,2025-10-18T11:48:36.000+00:00,4.168,0.106,17.097,2.000,21.455,19.455,ok,
94,v0.15.1,1760788136.830,2025-10-18T11:48:56.830Z,2025-10-18T11:48:56.830+00:00,1760788158.002,2025-10-18T11:49:18.002Z,2025-10-18T11:49:18.002+00:00,1760788137.000,2025-10-18T11:48:57.000Z,2025-10-18T11:48:57.000+00:00,1760788139.000,2025-10-18T11:48:59.000Z,2025-10-18T11:48:59.000+00:00,5.395,0.149,15.334,2.000,21.172,19.172,ok,
95,v0.15.2,1760788159.411,2025-10-18T11:49:19.411Z,2025-10-18T11:49:19.411+00:00,1760788181.173,2025-10-18T11:49:41.172Z,2025-10-18T11:49:41.172+00:00,1760788159.000,2025-10-18T11:49:19.000Z,2025-10-18T11:49:19.000+00:00,1760788162.000,2025-10-18T11:49:22.000Z,2025-10-18T11:49:22.000+00:00,4.990,0.126,16.921,3.000,21.762,18.762,ok,
96,v0.15.1,1760788182.542,2025-10-18T11:49:42.542Z,2025-10-18T11:49:42.542+00:00,1760788204.611,2025-10-18T11:50:04.611Z,2025-10-18T11:50:04.611+00:00,1760788182.000,2025-10-18T11:49:42.000Z,2025-10-18T11:49:42.000+00:00,1760788185.000,2025-10-18T11:49:45.000Z,2025-10-18T11:49:45.000+00:00,5.632,0.121,16.707,3.000,22.069,19.069,ok,
97,v0.15.2,1760788205.987,2025-10-18T11:50:05.986Z,2025-10-18T11:50:05.986+00:00,1760788227.590,2025-10-18T11:50:27.589Z,2025-10-18T11:50:27.589+00:00,1760788206.000,2025-10-18T11:50:06.000Z,2025-10-18T11:50:06.000+00:00,1760788208.000,2025-10-18T11:50:08.000Z,2025-10-18T11:50:08.000+00:00,4.237,0.169,17.094,2.000,21.603,19.603,ok,
98,v0.15.1,1760788228.795,2025-10-18T11:50:28.795Z,2025-10-18T11:50:28.795+00:00,1760788250.727,2025-10-18T11:50:50.727Z,2025-10-18T11:50:50.727+00:00,1760788228.000,2025-10-18T11:50:28.000Z,2025-10-18T11:50:28.000+00:00,1760788233.000,2025-10-18T11:50:33.000Z,2025-10-18T11:50:33.000+00:00,7.504,0.163,14.916,5.000,21.932,16.932,ok,
99,v0.15.2,1760788252.206,2025-10-18T11:50:52.206Z,2025-10-18T11:50:52.206+00:00,1760788272.455,2025-10-18T11:51:12.454Z,2025-10-18T11:51:12.454+00:00,1760788252.000,2025-10-18T11:50:52.000Z,2025-10-18T11:50:52.000+00:00,1760788255.000,2025-10-18T11:50:55.000Z,2025-10-18T11:50:55.000+00:00,4.920,0.131,15.293,3.000,20.249,17.249,ok,
100,v0.15.1,1760788273.793,2025-10-18T11:51:13.792Z,2025-10-18T11:51:13.792+00:00,1760788295.788,2025-10-18T11:51:35.788Z,2025-10-18T11:51:35.788+00:00,1760788273.000,2025-10-18T11:51:13.000Z,2025-10-18T11:51:13.000+00:00,1760788277.000,2025-10-18T11:51:17.000Z,2025-10-18T11:51:17.000+00:00,7.350,0.184,15.141,4.000,21.995,17.995,ok,
101,v0.15.2,1760788297.004,2025-10-18T11:51:37.003Z,2025-10-18T11:51:37.003+00:00,1760788316.762,2025-10-18T11:51:56.761Z,2025-10-18T11:51:56.761+00:00,1760788297.000,2025-10-18T11:51:37.000Z,2025-10-18T11:51:37.000+00:00,1760788299.000,2025-10-18T11:51:39.000Z,2025-10-18T11:51:39.000+00:00,4.288,0.131,15.173,2.000,19.758,17.758,ok,
102,v0.15.1,1760788318.089,2025-10-18T11:51:58.088Z,2025-10-18T11:51:58.088+00:00,1760788338.567,2025-10-18T11:52:18.566Z,2025-10-18T11:52:18.566+00:00,1760788318.000,2025-10-18T11:51:58.000Z,2025-10-18T11:51:58.000+00:00,1760788320.000,2025-10-18T11:52:00.000Z,2025-10-18T11:52:00.000+00:00,5.588,0.125,14.781,2.000,20.478,18.478,ok,
103,v0.15.2,1760788339.958,2025-10-18T11:52:19.958Z,2025-10-18T11:52:19.958+00:00,1760788360.482,2025-10-18T11:52:40.481Z,2025-10-18T11:52:40.481+00:00,1760788340.000,2025-10-18T11:52:20.000Z,2025-10-18T11:52:20.000+00:00,1760788342.000,2025-10-18T11:52:22.000Z,2025-10-18T11:52:22.000+00:00,3.697,0.165,16.512,2.000,20.524,18.524,ok,
104,v0.15.1,1760788361.943,2025-10-18T11:52:41.943Z,2025-10-18T11:52:41.943+00:00,1760788382.608,2025-10-18T11:53:02.608Z,2025-10-18T11:53:02.608+00:00,1760788362.000,2025-10-18T11:52:42.000Z,2025-10-18T11:52:42.000+00:00,1760788364.000,2025-10-18T11:52:44.000Z,2025-10-18T11:52:44.000+00:00,5.424,0.092,14.913,2.000,20.665,18.665,ok,
105,v0.15.2,1760788383.893,2025-10-18T11:53:03.892Z,2025-10-18T11:53:03.892+00:00,1760788406.615,2025-10-18T11:53:26.614Z,2025-10-18T11:53:26.614+00:00,1760788384.000,2025-10-18T11:53:04.000Z,2025-10-18T11:53:04.000+00:00,1760788387.000,2025-10-18T11:53:07.000Z,2025-10-18T11:53:07.000+00:00,6.043,0.133,16.297,3.000,22.722,19.722,ok,
106,v0.15.1,1760788407.957,2025-10-18T11:53:27.957Z,2025-10-18T11:53:27.957+00:00,1760788429.072,2025-10-18T11:53:49.072Z,2025-10-18T11:53:49.072+00:00,1760788408.000,2025-10-18T11:53:28.000Z,2025-10-18T11:53:28.000+00:00,1760788410.000,2025-10-18T11:53:30.000Z,2025-10-18T11:53:30.000+00:00,4.980,0.129,15.822,2.000,21.115,19.115,ok,
107,v0.15.2,1760788430.403,2025-10-18T11:53:50.402Z,2025-10-18T11:53:50.402+00:00,1760788450.445,2025-10-18T11:54:10.444Z,2025-10-18T11:54:10.444+00:00,1760788430.000,2025-10-18T11:53:50.000Z,2025-10-18T11:53:50.000+00:00,1760788433.000,2025-10-18T11:53:53.000Z,2025-10-18T11:53:53.000+00:00,5.005,0.097,15.203,3.000,20.042,17.042,ok,
108,v0.15.1,1760788451.869,2025-10-18T11:54:11.869Z,2025-10-18T11:54:11.869+00:00,1760788471.514,2025-10-18T11:54:31.513Z,2025-10-18T11:54:31.513+00:00,1760788451.000,2025-10-18T11:54:11.000Z,2025-10-18T11:54:11.000+00:00,1760788454.000,2025-10-18T11:54:14.000Z,2025-10-18T11:54:14.000+00:00,5.138,0.196,15.043,3.000,19.645,16.645,ok,
109,v0.15.2,1760788472.895,2025-10-18T11:54:32.894Z,2025-10-18T11:54:32.894+00:00,1760788494.959,2025-10-18T11:54:54.959Z,2025-10-18T11:54:54.959+00:00,1760788473.000,2025-10-18T11:54:33.000Z,2025-10-18T11:54:33.000+00:00,1760788476.000,2025-10-18T11:54:36.000Z,2025-10-18T11:54:36.000+00:00,4.724,0.180,16.930,3.000,22.064,19.064,ok,
110,v0.15.1,1760788496.315,2025-10-18T11:54:56.315Z,2025-10-18T11:54:56.315+00:00,1760788517.421,2025-10-18T11:55:17.421Z,2025-10-18T11:55:17.421+00:00,1760788496.000,2025-10-18T11:54:56.000Z,2025-10-18T11:54:56.000+00:00,1760788499.000,2025-10-18T11:54:59.000Z,2025-10-18T11:54:59.000+00:00,4.705,0.158,16.443,3.000,21.106,18.106,ok,
111,v0.15.2,1760788518.872,2025-10-18T11:55:18.872Z,2025-10-18T11:55:18.872+00:00,1760788541.411,2025-10-18T11:55:41.410Z,2025-10-18T11:55:41.410+00:00,1760788519.000,2025-10-18T11:55:19.000Z,2025-10-18T11:55:19.000+00:00,1760788522.000,2025-10-18T11:55:22.000Z,2025-10-18T11:55:22.000+00:00,4.954,0.200,17.019,3.000,22.538,19.538,ok,
112,v0.15.1,1760788542.689,2025-10-18T11:55:42.688Z,2025-10-18T11:55:42.688+00:00,1760788562.921,2025-10-18T11:56:02.920Z,2025-10-18T11:56:02.920+00:00,1760788542.000,2025-10-18T11:55:42.000Z,2025-10-18T11:55:42.000+00:00,1760788545.000,2025-10-18T11:55:45.000Z,2025-10-18T11:55:45.000+00:00,6.030,0.135,14.667,3.000,20.232,17.232,ok,
113,v0.15.2,1760788564.226,2025-10-18T11:56:04.226Z,2025-10-18T11:56:04.226+00:00,1760788584.142,2025-10-18T11:56:24.142Z,2025-10-18T11:56:24.142+00:00,1760788564.000,2025-10-18T11:56:04.000Z,2025-10-18T11:56:04.000+00:00,1760788567.000,2025-10-18T11:56:07.000Z,2025-10-18T11:56:07.000+00:00,4.991,0.129,14.856,3.000,19.916,16.916,ok,
114,v0.15.1,1760788585.549,2025-10-18T11:56:25.548Z,2025-10-18T11:56:25.548+00:00,1760788607.035,2025-10-18T11:56:47.034Z,2025-10-18T11:56:47.034+00:00,1760788585.000,2025-10-18T11:56:25.000Z,2025-10-18T11:56:25.000+00:00,1760788588.000,2025-10-18T11:56:28.000Z,2025-10-18T11:56:28.000+00:00,5.306,0.162,16.422,3.000,21.486,18.486,ok,
115,v0.15.2,1760788608.363,2025-10-18T11:56:48.363Z,2025-10-18T11:56:48.363+00:00,1760788683.603,2025-10-18T11:58:03.602Z,2025-10-18T11:58:03.602+00:00,1760788608.000,2025-10-18T11:56:48.000Z,2025-10-18T11:56:48.000+00:00,1760788612.000,2025-10-18T11:56:52.000Z,2025-10-18T11:56:52.000+00:00,5.757,0.103,69.580,4.000,75.239,71.239,ok,
116,v0.15.1,1760788685.071,2025-10-18T11:58:05.071Z,2025-10-18T11:58:05.071+00:00,1760788706.043,2025-10-18T11:58:26.043Z,2025-10-18T11:58:26.043+00:00,1760788685.000,2025-10-18T11:58:05.000Z,2025-10-18T11:58:05.000+00:00,1760788688.000,2025-10-18T11:58:08.000Z,2025-10-18T11:58:08.000+00:00,5.201,0.174,15.491,3.000,20.972,17.972,ok,
117,v0.15.2,1760788707.382,2025-10-18T11:58:27.382Z,2025-10-18T11:58:27.382+00:00,1760788727.931,2025-10-18T11:58:47.930Z,2025-10-18T11:58:47.930+00:00,1760788707.000,2025-10-18T11:58:27.000Z,2025-10-18T11:58:27.000+00:00,1760788710.000,2025-10-18T11:58:30.000Z,2025-10-18T11:58:30.000+00:00,5.628,0.095,15.111,3.000,20.548,17.548,ok,
118,v0.15.1,1760788729.277,2025-10-18T11:58:49.277Z,2025-10-18T11:58:49.277+00:00,1760788750.308,2025-10-18T11:59:10.308Z,2025-10-18T11:59:10.308+00:00,1760788729.000,2025-10-18T11:58:49.000Z,2025-10-18T11:58:49.000+00:00,1760788731.000,2025-10-18T11:58:51.000Z,2025-10-18T11:58:51.000+00:00,4.592,0.205,16.373,2.000,21.031,19.031,ok,
119,v0.15.2,1760788751.782,2025-10-18T11:59:11.782Z,2025-10-18T11:59:11.782+00:00,1760788773.541,2025-10-18T11:59:33.541Z,2025-10-18T11:59:33.541+00:00,1760788751.000,2025-10-18T11:59:11.000Z,2025-10-18T11:59:11.000+00:00,1760788754.000,2025-10-18T11:59:14.000Z,2025-10-18T11:59:14.000+00:00,5.078,0.133,17.236,3.000,21.759,18.759,ok,
120,v0.15.1,1760788774.843,2025-10-18T11:59:34.842Z,2025-10-18T11:59:34.842+00:00,1760788798.751,2025-10-18T11:59:58.751Z,2025-10-18T11:59:58.751+00:00,1760788775.000,2025-10-18T11:59:35.000Z,2025-10-18T11:59:35.000+00:00,1760788780.000,2025-10-18T11:59:40.000Z,2025-10-18T11:59:40.000+00:00,8.782,0.137,14.684,5.000,23.908,18.908,ok,
121,v0.15.2,1760788800.093,2025-10-18T12:00:00.093Z,2025-10-18T12:00:00.093+00:00,1760788822.541,2025-10-18T12:00:22.541Z,2025-10-18T12:00:22.541+00:00,1760788800.000,2025-10-18T12:00:00.000Z,2025-10-18T12:00:00.000+00:00,1760788804.000,2025-10-18T12:00:04.000Z,2025-10-18T12:00:04.000+00:00,6.346,0.165,15.872,4.000,22.448,18.448,ok,
122,v0.15.1,1760788823.819,2025-10-18T12:00:23.818Z,2025-10-18T12:00:23.818+00:00,1760788845.080,2025-10-18T12:00:45.080Z,2025-10-18T12:00:45.080+00:00,1760788823.000,2025-10-18T12:00:23.000Z,2025-10-18T12:00:23.000+00:00,1760788826.000,2025-10-18T12:00:26.000Z,2025-10-18T12:00:26.000+00:00,5.305,0.155,16.407,3.000,21.261,18.261,ok,
123,v0.15.2,1760788846.351,2025-10-18T12:00:46.351Z,2025-10-18T12:00:46.351+00:00,1760788868.647,2025-10-18T12:01:08.647Z,2025-10-18T12:01:08.647+00:00,1760788846.000,2025-10-18T12:00:46.000Z,2025-10-18T12:00:46.000+00:00,1760788850.000,2025-10-18T12:00:50.000Z,2025-10-18T12:00:50.000+00:00,7.062,0.166,15.291,4.000,22.296,18.296,ok,
124,v0.15.1,1760788870.068,2025-10-18T12:01:10.067Z,2025-10-18T12:01:10.067+00:00,1760788892.087,2025-10-18T12:01:32.086Z,2025-10-18T12:01:32.086+00:00,1760788870.000,2025-10-18T12:01:10.000Z,2025-10-18T12:01:10.000+00:00,1760788872.000,2025-10-18T12:01:12.000Z,2025-10-18T12:01:12.000+00:00,4.768,0.126,17.057,2.000,22.019,20.019,ok,
125,v0.15.2,1760788893.345,2025-10-18T12:01:33.344Z,2025-10-18T12:01:33.344+00:00,1760788915.967,2025-10-18T12:01:55.967Z,2025-10-18T12:01:55.967+00:00,1760788893.000,2025-10-18T12:01:33.000Z,2025-10-18T12:01:33.000+00:00,1760788897.000,2025-10-18T12:01:37.000Z,2025-10-18T12:01:37.000+00:00,6.699,0.241,15.849,4.000,22.622,18.622,ok,
126,v0.15.1,1760788917.307,2025-10-18T12:01:57.307Z,2025-10-18T12:01:57.307+00:00,1760788938.359,2025-10-18T12:02:18.358Z,2025-10-18T12:02:18.358+00:00,1760788917.000,2025-10-18T12:01:57.000Z,2025-10-18T12:01:57.000+00:00,1760788920.000,2025-10-18T12:02:00.000Z,2025-10-18T12:02:00.000+00:00,4.879,0.125,16.203,3.000,21.051,18.051,ok,
127,v0.15.2,1760788939.635,2025-10-18T12:02:19.635Z,2025-10-18T12:02:19.635+00:00,1760788960.434,2025-10-18T12:02:40.434Z,2025-10-18T12:02:40.434+00:00,1760788939.000,2025-10-18T12:02:19.000Z,2025-10-18T12:02:19.000+00:00,1760788942.000,2025-10-18T12:02:22.000Z,2025-10-18T12:02:22.000+00:00,4.938,0.155,16.242,3.000,20.799,17.799,ok,
128,v0.15.1,1760788961.814,2025-10-18T12:02:41.814Z,2025-10-18T12:02:41.814+00:00,1760788982.690,2025-10-18T12:03:02.690Z,2025-10-18T12:03:02.690+00:00,1760788961.000,2025-10-18T12:02:41.000Z,2025-10-18T12:02:41.000+00:00,1760788965.000,2025-10-18T12:02:45.000Z,2025-10-18T12:02:45.000+00:00,6.259,0.165,15.111,4.000,20.876,16.876,ok,
129,v0.15.2,1760788984.030,2025-10-18T12:03:04.030Z,2025-10-18T12:03:04.030+00:00,1760789004.812,2025-10-18T12:03:24.812Z,2025-10-18T12:03:24.812+00:00,1760788984.000,2025-10-18T12:03:04.000Z,2025-10-18T12:03:04.000+00:00,1760788986.000,2025-10-18T12:03:06.000Z,2025-10-18T12:03:06.000+00:00,4.300,0.117,16.241,2.000,20.782,18.782,ok,
130,v0.15.1,1760789006.124,2025-10-18T12:03:26.123Z,2025-10-18T12:03:26.123+00:00,1760789027.564,2025-10-18T12:03:47.563Z,2025-10-18T12:03:47.563+00:00,1760789006.000,2025-10-18T12:03:26.000Z,2025-10-18T12:03:26.000+00:00,1760789008.000,2025-10-18T12:03:28.000Z,2025-10-18T12:03:28.000+00:00,4.062,0.081,17.331,2.000,21.440,19.440,ok,
